Brand,Phone_Model,Name,Price,Original_Price,Discount,Rating,RAM_GB,ROM_GB,Processor,Display_Size_inch,Display_Type,Battery_mAh,Processor,Warranty_Years,Specs,Price_Tier
Redmi,REDMI 14C 5G,"REDMI 14C 5G (Stardust Purple, 128 GB)",10999,14863.51,26,4.2,6.0,128.0,4 Gen 2 5G Processor,6.88,HD+,5160.0,4 Gen 2 5G Processor,1.0,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB; 17.48 cm (6.88 inch) HD+ Display; 50MP Rear Camera | 8MP Front Camera; 5160 mAh Battery; 4 Gen 2 5G Processor; 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,Budget
Nothing,Nothing Phone,"Nothing Phone (3) (White, 512 GB)",89999,94735.79,5,4.4,16.0,512.0,8s Gen 4 Mobile Platform Processor,6.67,Full HD+,5500.0,8s Gen 4 Mobile Platform Processor,1.0,16 GB RAM | 512 GB ROM; 16.94 cm (6.67 inch) Display; 50MP + 50MP + 50MP | 50MP Front Camera; 5500 mAh Battery; 8s Gen 4 Mobile Platform Processor; 1 Year Manufacturing Warranty,High Range
Nothing,Nothing Phone,"Nothing Phone (3a) Pro (Grey, 256 GB)",29999,34882.56,14,4.5,8.0,256.0,7s Gen3 Processor,6.676000000000001,Full HD+,5000.0,7s Gen3 Processor,1.0,8 GB RAM | 256 GB ROM; 43.66 cm (17.19 cm) Full HD+ Display; 50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) | 50MP Front Camera; 5000 mAh Battery; 7s Gen3 Processor; 1 Year Manufacturing Warranty,Mid Range
Realme,realme P1 Pro 5G,"realme P1 Pro 5G (Parrot Blue, 256 GB)",16999,25756.06,34,4.5,8.0,256.0,6 Gen 1 Processor,6.7,Full HD+,5000.0,6 Gen 1 Processor,1.0,8 GB RAM | 256 GB ROM; 17.02 cm (6.7 inch) Full HD+ Display; 50MP + 8MP | 16MP Front Camera; 5000 mAh Battery; 6 Gen 1 Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Mid Range
Vivo,vivo T2 Pro 5G,"vivo T2 Pro 5G (New Moon Black, 128 GB)",22798,26821.18,15,4.5,8.0,128.0,Dimensity 7200 Processor,6.78,Full HD+,4600.0,Dimensity 7200 Processor,1.0,8 GB RAM | 128 GB ROM; 17.22 cm (6.78 inch) Full HD+ Display; 64MP + 2MP | 16MP Front Camera; 4600 mAh Battery; Dimensity 7200 Processor; 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,Mid Range
Nothing,Nothing Phone,"Nothing Phone (3) (Black, 256 GB)",79999,84209.47,5,4.4,12.0,256.0,8s Gen 4 Mobile Platform Processor,6.67,Full HD+,5500.0,8s Gen 4 Mobile Platform Processor,1.0,12 GB RAM | 256 GB ROM; 16.94 cm (6.67 inch) Display; 50MP + 50MP + 50MP | 50MP Front Camera; 5500 mAh Battery; 8s Gen 4 Mobile Platform Processor; 1 Year Manufacturing Warranty,High Range
Nothing,Nothing Phone,"Nothing Phone (3) (White, 256 GB)",79999,84209.47,5,4.4,12.0,256.0,8s Gen 4 Mobile Platform Processor,6.67,Full HD+,5500.0,8s Gen 4 Mobile Platform Processor,1.0,12 GB RAM | 256 GB ROM; 16.94 cm (6.67 inch) Display; 50MP + 50MP + 50MP | 50MP Front Camera; 5500 mAh Battery; 8s Gen 4 Mobile Platform Processor; 1 Year Manufacturing Warranty,High Range
Realme,realme 14 Pro+ 5G,"realme 14 Pro+ 5G (Suede Grey, 256 GB)",28999,35801.23,19,4.4,8.0,256.0,7s Gen 3 Mobile Platform Processor,6.83,Full HD+,6000.0,7s Gen 3 Mobile Platform Processor,1.0,8 GB RAM | 256 GB ROM; 17.35 cm (6.83 inch) Display; 50MP + 50MP + 8MP | 32MP Front Camera; 6000 mAh Battery; 7s Gen 3 Mobile Platform Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Mid Range
Samsung,Samsung Galaxy F34 5G,"Samsung Galaxy F34 5G (Mystic Green, 128 GB)",21999,25881.18,15,4.2,8.0,128.0,Exynos 1280 Processor,6.5,Full HD+,6000.0,Exynos 1280 Processor,1.0,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB; 16.51 cm (6.5 inch) Full HD+ Display; 50MP (OIS) + 8MP + 2MP | 13MP Front Camera; 6000 mAh Battery; Exynos 1280 Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,Mid Range
Lava,LAVA Play Ultra 5G,"LAVA Play Ultra 5G (Arctic Frost, 128 GB)",17990,17990.0,0,4.8,8.0,128.0,Not Specified,6.6,Full HD+,5000.0,Not Specified,1.0,8 GB RAM | 128 GB ROM; 16.76 cm (6.6 inch) Display; 64MP Rear Camera; 5000 mAh Battery; 1 Year Handset Warranty and 6 Months Warranty on Accessories,Mid Range
Realme,realme 14 Pro+ 5G,"realme 14 Pro+ 5G (Suede Grey, 128 GB)",29999,33706.74,11,4.4,8.0,128.0,7s Gen 3 Mobile Platform Processor,6.83,Full HD+,6000.0,7s Gen 3 Mobile Platform Processor,1.0,8 GB RAM | 128 GB ROM; 17.35 cm (6.83 inch) Display; 50MP + 50MP + 8MP | 32MP Front Camera; 6000 mAh Battery; 7s Gen 3 Mobile Platform Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Mid Range
Nothing,Nothing Phone,"Nothing Phone (3a) Pro (Grey, 128 GB)",27999,32940.0,15,4.5,8.0,128.0,7s Gen3 Processor,6.676000000000001,Full HD+,5000.0,7s Gen3 Processor,1.0,8 GB RAM | 128 GB ROM; 43.66 cm (17.19 cm) Full HD+ Display; 50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) | 50MP Front Camera; 5000 mAh Battery; 7s Gen3 Processor; 1 Year Manufacturing Warranty,Mid Range
Nothing,Nothing Phone,"Nothing Phone (3a) Pro (Black, 128 GB)",27999,32940.0,15,4.5,8.0,128.0,7s Gen3 Processor,6.676000000000001,Full HD+,5000.0,7s Gen3 Processor,1.0,8 GB RAM | 128 GB ROM; 43.66 cm (17.19 cm) Full HD+ Display; 50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) | 50MP Front Camera; 5000 mAh Battery; 7s Gen3 Processor; 1 Year Manufacturing Warranty,Mid Range
Redmi,Mi 10T,"Mi 10T (Cosmic Black, 128 GB)",18990,39562.5,52,4.2,6.0,128.0,Qualcomm Snapdragon 865 Processor,6.67,Full HD+,5000.0,Qualcomm Snapdragon 865 Processor,1.0,6 GB RAM | 128 GB ROM; 16.94 cm (6.67 inch) Full HD+ Display; 64MP + 13MP + 5MP | 20MP Front Camera; 5000 mAh Li-ion Polymer Battery; Qualcomm Snapdragon 865 Processor; 144Hz Intelligent AdaptiveSync Display; 33W Dual Split Flash Charge; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories,Mid Range
Itel,itel Aura 05i|Leather Finish|4000 Mah Battery|Type C Charging Support,"itel Aura 05i|Leather Finish|4000 Mah Battery|Type C Charging Support (Crystal Blue, 32 GB)",6073,6747.78,10,4.1,2.0,32.0,Unisoc SC9863A1 Processor,6.67,HD+,4000.0,Unisoc SC9863A1 Processor,1.0,2 GB RAM | 32 GB ROM | Expandable Upto 128 GB; 16.94 cm (6.67 inch) HD+ Display; 5MP + 0.3MP | 2MP Front Camera; 4000 mAh Battery; Unisoc SC9863A1 Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Budget
Samsung,Samsung Galaxy S24 5G Snapdragon,"Samsung Galaxy S24 5G Snapdragon (Marble Gray, 128 GB)",39999,74072.22,46,4.6,8.0,128.0,8 Gen 3 Processor,6.2,Full HD+,4000.0,8 Gen 3 Processor,1.0,8 GB RAM | 128 GB ROM; 15.75 cm (6.2 inch) Full HD+ Display; 50MP + 12MP | 12MP Front Camera; 4000 mAh Battery; 8 Gen 3 Processor; 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,Mid Range
Samsung,Samsung Galaxy S24 5G Snapdragon,"Samsung Galaxy S24 5G Snapdragon (Onyx Black, 128 GB)",39999,74072.22,46,4.6,8.0,128.0,8 Gen 3 Processor,6.2,Full HD+,4000.0,8 Gen 3 Processor,1.0,8 GB RAM | 128 GB ROM; 15.75 cm (6.2 inch) Full HD+ Display; 50MP + 12MP | 12MP Front Camera; 4000 mAh Battery; 8 Gen 3 Processor; 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,Mid Range
Realme,realme P1 Pro 5G,"realme P1 Pro 5G (hoenix Red, 128 GB)",15999,24998.44,36,4.5,8.0,128.0,6 Gen 1 Processor,6.7,Full HD+,5000.0,6 Gen 1 Processor,1.0,8 GB RAM | 128 GB ROM; 17.02 cm (6.7 inch) Full HD+ Display; 50MP + 8MP | 16MP Front Camera; 5000 mAh Battery; 6 Gen 1 Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Mid Range
Redmi,REDMI 12 5G,"REDMI 12 5G (Moonstone Silver, 128 GB)",12499,17855.71,30,4.3,6.0,128.0,Snapdragon 4 Gen 2 Processor,6.79,Full HD+,5000.0,Snapdragon 4 Gen 2 Processor,1.0,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB; 17.25 cm (6.79 inch) Full HD+ Display; 50MP + 2MP | 8MP Front Camera; 5000 mAh Battery; Snapdragon 4 Gen 2 Processor; 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,Budget
Oneplus,OnePlus 13s 5G,"OnePlus 13s 5G (Green Silk, 512 GB)",56546,62828.89,10,4.5,12.0,512.0,Not Specified,6.32,Full HD+,5850.0,Not Specified,1.0,12 GB RAM | 512 GB ROM; 16.05 cm (6.32 inch) Display; 50MP Rear Camera; 5850 mAh Battery; 1 Year Warranty,High Range
Redmi,REDMI 14C 5G,"REDMI 14C 5G (Stardust Purple, 128 GB)",9999,13887.5,28,4.2,4.0,128.0,4 Gen 2 5G Processor,6.88,HD+,5160.0,4 Gen 2 5G Processor,1.0,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB; 17.48 cm (6.88 inch) HD+ Display; 50MP Rear Camera | 8MP Front Camera; 5160 mAh Battery; 4 Gen 2 5G Processor; 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,Budget
Nothing,Nothing Phone,"Nothing Phone (3) (White, 512 GB)",89999,94735.79,5,4.4,16.0,512.0,8s Gen 4 Mobile Platform Processor,6.67,Full HD+,5500.0,8s Gen 4 Mobile Platform Processor,1.0,16 GB RAM | 512 GB ROM; 16.94 cm (6.67 inch) Display; 50MP + 50MP + 50MP | 50MP Front Camera; 5500 mAh Battery; 8s Gen 4 Mobile Platform Processor; 1 Year Manufacturing Warranty,High Range
Nothing,Nothing Phone,"Nothing Phone (3a) Pro (Grey, 256 GB)",29999,34882.56,14,4.5,8.0,256.0,7s Gen3 Processor,6.676000000000001,Full HD+,5000.0,7s Gen3 Processor,1.0,8 GB RAM | 256 GB ROM; 43.66 cm (17.19 cm) Full HD+ Display; 50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) | 50MP Front Camera; 5000 mAh Battery; 7s Gen3 Processor; 1 Year Manufacturing Warranty,Mid Range
Xolo,XOLO ERA 1X -4G with VoLTE,"XOLO ERA 1X -4G with VoLTE (Gold, Chocolate Brown, 8 GB)",5149,5149.0,0,3.7,1.0,8.0,Spreadtrum SC9832A Quad Core 1.3GHz Processor,5.0,HD,2500.0,Spreadtrum SC9832A Quad Core 1.3GHz Processor,1.0,"1 GB RAM | 8 GB ROM | Expandable Upto 32 GB; 12.7 cm (5 inch) HD Display; 8MP Rear Camera | 5MP Front Camera; 2500 mAh Li-Polymer Battery; Spreadtrum SC9832A Quad Core 1.3GHz Processor; 1 Year on Tablet, 6 Months on Accessories",Budget
Redmi,REDMI A2+,"REDMI A2+ (Classic Black, 128 GB)",6290,12333.33,49,4.1,4.0,128.0,OCTA CORE Processor,6.52,HD+,5000.0,OCTA CORE Processor,1.0,"4 GB RAM | 128 GB ROM | Expandable Upto 1 TB; 16.56 cm (6.52 inch) HD+ Display; 8MP + 8MP | 5MP + 5MP Dual Front Camera; 5000 mAh Battery; OCTA CORE Processor; 1 Year and 6 months for Battery,Accessories",Budget
Nothing,Nothing Phone,"Nothing Phone (3) (Black, 256 GB)",79999,84209.47,5,4.4,12.0,256.0,8s Gen 4 Mobile Platform Processor,6.67,Full HD+,5500.0,8s Gen 4 Mobile Platform Processor,1.0,12 GB RAM | 256 GB ROM; 16.94 cm (6.67 inch) Display; 50MP + 50MP + 50MP | 50MP Front Camera; 5500 mAh Battery; 8s Gen 4 Mobile Platform Processor; 1 Year Manufacturing Warranty,High Range
Nothing,Nothing Phone,"Nothing Phone (3a) Pro (Grey, 128 GB)",27999,32940.0,15,4.5,8.0,128.0,7s Gen3 Processor,6.676000000000001,Full HD+,5000.0,7s Gen3 Processor,1.0,8 GB RAM | 128 GB ROM; 43.66 cm (17.19 cm) Full HD+ Display; 50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) | 50MP Front Camera; 5000 mAh Battery; 7s Gen3 Processor; 1 Year Manufacturing Warranty,Mid Range
Redmi,REDMI A2+,"REDMI A2+ (Aqua Blue, 128 GB)",6322,12396.08,49,4.1,4.0,128.0,OCTA CORE Processor,6.52,HD+,5000.0,OCTA CORE Processor,1.0,"4 GB RAM | 128 GB ROM | Expandable Upto 1 TB; 16.56 cm (6.52 inch) HD+ Display; 8MP + 8MP | 5MP + 5MP Dual Front Camera; 5000 mAh Battery; OCTA CORE Processor; 1 Year and 6 months for Battery,Accessories",Budget
Tecno,Tecno Pova 7 Pro 5G,"Tecno Pova 7 Pro 5G (Geek Black, 256 GB)",18499,23716.67,22,4.4,8.0,256.0,Dimensity 7300 Ultimate Processor,6.78,Full HD+,6000.0,Dimensity 7300 Ultimate Processor,1.0,8 GB RAM | 256 GB ROM; 17.22 cm (6.78 inch) Full HD+ AMOLED Display; 64MP + 8MP | 13MP Front Camera; 6000 mAh Battery; Dimensity 7300 Ultimate Processor; 1 Year Manufacturer Warranty for Phone,Mid Range
Oppo,OPPO F29 Pro 5G,"OPPO F29 Pro 5G (Marble White, 256 GB)",27999,36840.79,24,4.4,12.0,256.0,Dimensity 7300 Processor,6.7,Full HD+,6000.0,Dimensity 7300 Processor,1.0,12 GB RAM | 256 GB ROM; 17.02 cm (6.7 inch) Full HD+ Display; 50MP + 2MP | 16MP Front Camera; 6000 mAh Battery; Dimensity 7300 Processor; 1 Year Warranty on Handset and 6 Months Warranty on Accessories,Mid Range
Nothing,Nothing Phone,"Nothing Phone (3) (White, 256 GB)",79999,84209.47,5,4.4,12.0,256.0,8s Gen 4 Mobile Platform Processor,6.67,Full HD+,5500.0,8s Gen 4 Mobile Platform Processor,1.0,12 GB RAM | 256 GB ROM; 16.94 cm (6.67 inch) Display; 50MP + 50MP + 50MP | 50MP Front Camera; 5500 mAh Battery; 8s Gen 4 Mobile Platform Processor; 1 Year Manufacturing Warranty,High Range
Nothing,Nothing Phone,"Nothing Phone (3a) Pro (Black, 128 GB)",27999,32940.0,15,4.5,8.0,128.0,7s Gen3 Processor,6.676000000000001,Full HD+,5000.0,7s Gen3 Processor,1.0,8 GB RAM | 128 GB ROM; 43.66 cm (17.19 cm) Full HD+ Display; 50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) | 50MP Front Camera; 5000 mAh Battery; 7s Gen3 Processor; 1 Year Manufacturing Warranty,Mid Range
Unknown,,"(Refurbished) MOTOROLA G34 5G (Ocean Green, 128 GB)",9099,14916.39,39,4.383814432989691,8.0,128.0,Snapdragon 695 5G Processor,6.5,HD+,5000.0,Snapdragon 695 5G Processor,1.0,Grade: Refurbished - Superb; Compatible Charger & Cable; 8 GB RAM | 128 GB ROM |; 6.5 inch HD+ Display; 50MP + 2MP Dual Rear Camera | 16MP Front Camera; 5000 mAh Battery; Snapdragon 695 5G Processor; Seller warranty of 1 Year,Budget
Motorola,Motorola edge 30,"Motorola edge 30 (Aurora Green, 128 GB)",24999,30862.96,19,4.1,6.0,128.0,Qualcomm Snapdragon 778G Plus Processor,6.55,Full HD+,4020.0,Qualcomm Snapdragon 778G Plus Processor,1.0,6 GB RAM | 128 GB ROM; 16.64 cm (6.55 inch) Full HD+ Display; 50MP + 50MP + 2MP | 32MP Front Camera; 4020 mAh Lithium Battery; Qualcomm Snapdragon 778G Plus Processor; 1 Year on Handset and 6 Months on Accessories,Mid Range
Samsung,Samsung Galaxy S24 5G Snapdragon,"Samsung Galaxy S24 5G Snapdragon (Marble Gray, 128 GB)",39999,74072.22,46,4.6,8.0,128.0,8 Gen 3 Processor,6.2,Full HD+,4000.0,8 Gen 3 Processor,1.0,8 GB RAM | 128 GB ROM; 15.75 cm (6.2 inch) Full HD+ Display; 50MP + 12MP | 12MP Front Camera; 4000 mAh Battery; 8 Gen 3 Processor; 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,Mid Range
Samsung,Samsung Galaxy S24 5G Snapdragon,"Samsung Galaxy S24 5G Snapdragon (Onyx Black, 128 GB)",39999,74072.22,46,4.6,8.0,128.0,8 Gen 3 Processor,6.2,Full HD+,4000.0,8 Gen 3 Processor,1.0,8 GB RAM | 128 GB ROM; 15.75 cm (6.2 inch) Full HD+ Display; 50MP + 12MP | 12MP Front Camera; 4000 mAh Battery; 8 Gen 3 Processor; 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,Mid Range
Samsung,Samsung Galaxy F15 5G,"Samsung Galaxy F15 5G (Ash Black, 128 GB)",13399,16960.76,21,4.2,6.0,128.0,MediaTek Dimensity 6100+ Processor,6.5,Full HD+,6000.0,MediaTek Dimensity 6100+ Processor,1.0,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB; 16.51 cm (6.5 inch) Full HD+ Display; 50MP + 5MP + 2MP | 13MP Front Camera; 6000 mAh Lithium ion Battery; MediaTek Dimensity 6100+ Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,Budget
Apple,Apple iPhone 15,"Apple iPhone 15 (Blue, 512 GB)",89900,89900.0,0,4.6,8.0,512.0,"A16 Bionic Chip, 6 Core Processor",6.1,Super Retina,5000.0,"A16 Bionic Chip, 6 Core Processor",0.0,"512 GB ROM; 15.49 cm (6.1 inch) Super Retina XDR Display; 48MP + 12MP | 12MP Front Camera; A16 Bionic Chip, 6 Core Processor Processor; 1 year warranty for phone and 1 year warranty for in Box Accessories.",High Range
Redmi,REDMI 13C 5G,"REDMI 13C 5G (Starlight Black, 128 GB)",9999,13887.5,28,4.3,4.0,128.0,Mediatek Dimensity 6100+ Processor,6.74,HD+,5000.0,Mediatek Dimensity 6100+ Processor,1.0,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB; 17.12 cm (6.74 inch) HD+ Display; 50MP Rear Camera | 5MP Front Camera; 5000 mAh Battery; Mediatek Dimensity 6100+ Processor; 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,Budget
Oppo,OPPO F27 Pro+,"OPPO F27 Pro+ (Midnight Navy, 128 GB)",18645,32710.53,43,4.4,8.0,128.0,Dimensity 7050 Processor,6.7,Full HD+,5000.0,Dimensity 7050 Processor,1.0,8 GB RAM | 128 GB ROM; 17.02 cm (6.7 inch) Full HD+ Display; 64MP + 2MP | 8MP Front Camera; 5000 mAh Battery; Dimensity 7050 Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Mid Range
Samsung,Samsung Galaxy A35 5G,"Samsung Galaxy A35 5G (Awesome Lilac, 128 GB)",17999,33960.38,47,4.4,8.0,128.0,Samsung Exynos 1380 Processor,6.6,Full HD+,5000.0,Samsung Exynos 1380 Processor,1.0,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB; 16.76 cm (6.6 inch) Full HD+ Display; 50MP + 8MP + 5MP | 13MP Front Camera; 5000 mAh Battery; Samsung Exynos 1380 Processor; 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,Mid Range
Realme,realme P3 Ultra 5G,"realme P3 Ultra 5G (Neptune Blue, 128 GB)",19999,31744.44,37,4.4,8.0,128.0,Dimensity 8350 Ultra Processor,6.83,Full HD+,6000.0,Dimensity 8350 Ultra Processor,1.0,8 GB RAM | 128 GB ROM; 17.35 cm (6.83 inch) Display; 50MP + 8MP | 16MP Front Camera; 6000 mAh Battery; Dimensity 8350 Ultra Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Mid Range
Redmi,REDMI 13C 5G,"REDMI 13C 5G (Startrail Silver, 128 GB)",9999,13887.5,28,4.3,4.0,128.0,Mediatek Dimensity 6100+ Processor,6.74,HD+,5000.0,Mediatek Dimensity 6100+ Processor,1.0,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB; 17.12 cm (6.74 inch) HD+ Display; 50MP Rear Camera | 5MP Front Camera; 5000 mAh Battery; Mediatek Dimensity 6100+ Processor; 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,Budget
Nothing,Nothing Phone,"Nothing Phone (3) (White, 512 GB)",89999,94735.79,5,4.4,16.0,512.0,8s Gen 4 Mobile Platform Processor,6.67,Full HD+,5500.0,8s Gen 4 Mobile Platform Processor,1.0,16 GB RAM | 512 GB ROM; 16.94 cm (6.67 inch) Display; 50MP + 50MP + 50MP | 50MP Front Camera; 5500 mAh Battery; 8s Gen 4 Mobile Platform Processor; 1 Year Manufacturing Warranty,High Range
Nothing,Nothing Phone,"Nothing Phone (3a) Pro (Grey, 256 GB)",29999,34882.56,14,4.5,8.0,256.0,7s Gen3 Processor,6.676000000000001,Full HD+,5000.0,7s Gen3 Processor,1.0,8 GB RAM | 256 GB ROM; 43.66 cm (17.19 cm) Full HD+ Display; 50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) | 50MP Front Camera; 5000 mAh Battery; 7s Gen3 Processor; 1 Year Manufacturing Warranty,Mid Range
Realme,realme 14 Pro+ 5G,"realme 14 Pro+ 5G (Pearl White, 256 GB)",31999,37645.88,15,4.4,12.0,256.0,7s Gen 3 Mobile Platform Processor,6.83,Full HD+,6000.0,7s Gen 3 Mobile Platform Processor,1.0,12 GB RAM | 256 GB ROM; 17.35 cm (6.83 inch) Display; 50MP + 50MP + 8MP | 32MP Front Camera; 6000 mAh Battery; 7s Gen 3 Mobile Platform Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Mid Range
Redmi,REDMI 14C 5G,"REDMI 14C 5G (STARGAZE BLACK, 64 GB)",10998,12938.82,15,4.2,4.0,64.0,Not Specified,6.88,HD+,5160.0,Not Specified,1.0,4 GB RAM | 64 GB ROM; 17.48 cm (6.88 inch) Display; 50MP Rear Camera; 5160 mAh Battery; 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories.,Budget
Apple,Apple iPhone 15,"Apple iPhone 15 (Green, 256 GB)",69900,69900.0,0,4.6,8.0,256.0,"A16 Bionic Chip, 6 Core Processor",6.1,Super Retina,5000.0,"A16 Bionic Chip, 6 Core Processor",0.0,"256 GB ROM; 15.49 cm (6.1 inch) Super Retina XDR Display; 48MP + 12MP | 12MP Front Camera; A16 Bionic Chip, 6 Core Processor Processor; 1 year warranty for phone and 1 year warranty for in Box Accessories.",High Range
Xolo,XOLO ZX,"XOLO ZX (Electric Blue, 64 GB)",13999,13999.0,0,4.0,4.0,64.0,MTK Helio P22 Processor,6.22,HD+,3260.0,MTK Helio P22 Processor,1.0,"4 GB RAM | 64 GB ROM | Expandable Upto 256 GB; 15.8 cm (6.22 inch) HD+ Display; 13MP + 5MP | 16MP Front Camera; 3260 mAh Li-Polymer Battery Battery; MTK Helio P22 Processor; AI Powered Battery with 1.5 Day Backup, Smart AI Gaming Mode; Brand Warranty of 1 Year Available for Mobile",Budget
Nothing,Nothing Phone,"Nothing Phone (3) (Black, 256 GB)",79999,84209.47,5,4.4,12.0,256.0,8s Gen 4 Mobile Platform Processor,6.67,Full HD+,5500.0,8s Gen 4 Mobile Platform Processor,1.0,12 GB RAM | 256 GB ROM; 16.94 cm (6.67 inch) Display; 50MP + 50MP + 50MP | 50MP Front Camera; 5500 mAh Battery; 8s Gen 4 Mobile Platform Processor; 1 Year Manufacturing Warranty,High Range
Nothing,Nothing Phone,"Nothing Phone (3a) Pro (Grey, 128 GB)",27999,32940.0,15,4.5,8.0,128.0,7s Gen3 Processor,6.676000000000001,Full HD+,5000.0,7s Gen3 Processor,1.0,8 GB RAM | 128 GB ROM; 43.66 cm (17.19 cm) Full HD+ Display; 50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) | 50MP Front Camera; 5000 mAh Battery; 7s Gen3 Processor; 1 Year Manufacturing Warranty,Mid Range
Realme,realme C55,"realme C55 (Rainforest, 64 GB)",8999,13844.62,35,4.3,6.0,64.0,Helio G88 Processor,6.72,Full HD+,5000.0,Helio G88 Processor,1.0,6 GB RAM | 64 GB ROM | Expandable Upto 1 TB; 17.07 cm (6.72 inch) Full HD+ Display; 64MP + 2MP | 8MP Front Camera; 5000 mAh Battery; Helio G88 Processor; 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,Budget
Oneplus,OnePlus Nord 4 5G,"OnePlus Nord 4 5G (Obsidian Midnight, 256 GB)",24999,32893.42,24,4.5,8.0,256.0,Not Specified,6.74,Full HD+,5500.0,Not Specified,1.0,8 GB RAM | 256 GB ROM; 17.12 cm (6.74 inch) Display; 50MP Rear Camera; 5500 mAh Battery; 1 Year,Mid Range
Nothing,Nothing Phone,"Nothing Phone (3) (White, 256 GB)",79999,84209.47,5,4.4,12.0,256.0,8s Gen 4 Mobile Platform Processor,6.67,Full HD+,5500.0,8s Gen 4 Mobile Platform Processor,1.0,12 GB RAM | 256 GB ROM; 16.94 cm (6.67 inch) Display; 50MP + 50MP + 50MP | 50MP Front Camera; 5500 mAh Battery; 8s Gen 4 Mobile Platform Processor; 1 Year Manufacturing Warranty,High Range
Nothing,Nothing Phone,"Nothing Phone (3a) Pro (Black, 128 GB)",27999,32940.0,15,4.5,8.0,128.0,7s Gen3 Processor,6.676000000000001,Full HD+,5000.0,7s Gen3 Processor,1.0,8 GB RAM | 128 GB ROM; 43.66 cm (17.19 cm) Full HD+ Display; 50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) | 50MP Front Camera; 5000 mAh Battery; 7s Gen3 Processor; 1 Year Manufacturing Warranty,Mid Range
Nokia,Nokia C22,"Nokia C22 (Purple, 64 GB)",7899,8976.14,12,3.7,2.0,64.0,Not Specified,6.5,Unknown,5000.0,Not Specified,0.0,2 GB RAM | 64 GB ROM; 16.51 cm (6.5 inch) Display; 13MP Rear Camera; 5000 mAh Battery; 1-year warranty,Budget
Realme,realme NARZO N63,"realme NARZO N63 (Leather Blue, 64 GB)",7354,9937.84,26,4.3,4.0,64.0,Not Specified,6.74,Full HD+,5000.0,Not Specified,0.0,4 GB RAM | 64 GB ROM; 17.12 cm (6.74 inch) Display; 50MP Rear Camera; 5000 mAh Battery; 1 year manufacture warranty,Budget
